"Neighborhood","Activated","Latitude","Longitude"
"Turtle Bay-East Midtown",2017-02-01,40.7606309803,-73.9686705499
"Upper West Side",2018-04-01,40.7836487504,-73.9797521795
"Battery Park City-Lower Manhattan",2016-01-01,40.7019005001,-74.0124969005
"Murray Hill-Kips Bay",2017-10-01,40.7430351998,-73.9802417295
"Lower East Side",2016-01-01,40.7137150001,-73.9901730005
"Upper West Side",2017-07-01,40.7986500004,-73.969093
"North Side-South Side",2018-07-01,40.7147073403,-73.9665249699
"Midtown-Midtown South",2016-07-01,40.7608827697,-73.9842773903
"Midtown-Midtown South",2017-07-01,40.7541440004,-73.9865810002
"Gramercy",2018-01-01,40.7383837599,-73.9803960295
"East Williamsburg",2017-08-01,40.7014189996,-73.942908
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7482700004,-74.0020679997
"park-cemetery-etc-Bronx",2016-01-01,40.841693,-73.894399
"Bedford",2017-07-01,40.6802726598,-73.9461549296
"Central Harlem North-Polo Grounds",2016-12-01,40.8207961104,-73.9432849801
"East Village",2016-01-01,40.7273073125,-73.9804076673
"SoHo-TriBeCa-Civic Center-Little Italy",2016-07-01,40.7172410401,-74.0017392899
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7123069997,-74.0069610006
"St. Albans",2016-01-01,40.687191,-73.7695589996
"Melrose South-Mott Haven North",2018-04-01,40.8173798278,-73.9170781326
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.695544,-73.9816482005
"Governors Island",2016-01-01,40.6923100003,-74.0147499997
"Astoria",2017-12-01,40.7588176498,-73.9184941204
"Lincoln Square",2016-01-01,40.7682959999,-73.9817360003
"Battery Park City-Lower Manhattan",2016-01-01,40.7041015998,-74.0076981
"Lenox Hill-Roosevelt Island",2016-03-01,40.7672340597,-73.9622898196
"Crown Heights North",2017-03-01,40.6735269999,-73.9500780003
"Woodhaven",2016-01-01,40.6862450002,-73.8538539995
"Jamaica",2016-01-01,40.7004860003,-73.8079690002
"Washington Heights North",2018-02-01,40.8531218103,-73.9308175998
"Manhattanville",2016-01-01,40.8184990004,-73.9596900005
"Richmond Hill",2016-01-01,40.6946240002,-73.8205929994
"Woodside",2016-01-01,40.745341713,-73.9097937387
"Central Harlem South",2016-01-01,40.8053929998,-73.9536610005
"Hamilton Heights",2016-08-01,40.8271950003,-73.9460430004
"Lenox Hill-Roosevelt Island",2018-01-01,40.7683739304,-73.9553617495
"Elmhurst",2017-03-01,40.7338890201,-73.8727094898
"SoHo-TriBeCa-Civic Center-Little Italy",2018-05-01,40.71693937,-74.0062224901
"Midtown-Midtown South",2016-01-01,40.7546720003,-73.9867539996
"Upper West Side",2018-02-01,40.7934258096,-73.97304342
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-04-01,40.7441746801,-73.9875489402
"Jackson Heights",2018-04-01,40.7495324942,-73.8858318964
"Seagate-Coney Island",2016-01-01,40.5726749996,-73.9856179998
"West Village",2018-04-01,40.7295577004,-74.0023853495
"Cambria Heights",2016-01-01,40.6947772916,-73.7396425691
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-12-01,40.7375605104,-73.9968406605
"Hamilton Heights",2018-01-01,40.8293894852,-73.9447042672
"Melrose South-Mott Haven North",2016-01-01,40.8161090002,-73.9177570002
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2017-04-01,40.6880387599,-73.9818721505
"Jackson Heights",2017-11-01,40.7498293203,-73.8841545299
"East New York",2016-01-01,40.6741299997,-73.8807499998
"Stapleton-Rosebank",2016-01-01,40.6262376099,-74.0778460903
"North Riverdale-Fieldston-Riverdale",2016-01-01,40.9037227771,-73.9027725428
"Cypress Hills-City Line",2017-11-01,40.6835059996,-73.8720789999
"Turtle Bay-East Midtown",2016-02-01,40.7509597301,-73.97446736
"West New Brighton-New Brighton-St. George",2016-01-01,40.6417970004,-74.1020020001
"Brooklyn Heights-Cobble Hill",2016-01-01,40.6900219999,-73.9918970001
"Seagate-Coney Island",2016-01-01,40.5735269999,-73.9775629995
"Battery Park City-Lower Manhattan",2016-01-01,40.7093500001,-74.0099030003
"Norwood",2016-01-01,40.876855,-73.8788739998
"Hudson Yards-Chelsea-Flatiron-Union Square",2017-08-01,40.7372798798,-73.99282602
"East Williamsburg",2017-08-01,40.7022469998,-73.9422870004
"Central Harlem South",2016-10-01,40.8106900002,-73.9506579997
"Gramercy",2018-04-01,40.7388270003,-73.9828859998
"St. Albans",2016-01-01,40.687191,-73.7695589996
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6921739996,-73.9886690003
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7382279997,-73.9962090004
"Hunters Point-Sunnyside-West Maspeth",2018-04-01,40.753121769,-73.9207195344
"Morningside Heights",2016-06-01,40.8080412401,-73.9642103405
"Crown Heights South",2017-05-01,40.6691674197,-73.9505022998
"Clinton Hill",2016-01-01,40.683263,-73.9658379998
"Midtown-Midtown South",2016-05-01,40.7529490003,-73.9927619997
"Washington Heights North",2018-02-01,40.8556153701,-73.9289967005
"Chinatown",2016-12-01,40.71716821,-73.9990794096
"Elmhurst",2017-10-01,40.7457609198,-73.8894507503
"Midtown-Midtown South",2016-03-01,40.7648231801,-73.9840994396
"East Harlem North",2016-01-01,40.803087,-73.9423560005
"Hudson Yards-Chelsea-Flatiron-Union Square",2017-10-01,40.7512339196,-74.0051459001
"Ocean Hill",2018-01-01,40.67784547,-73.9059013106
"Battery Park City-Lower Manhattan",2016-01-01,40.7075130004,-74.013783
"Lenox Hill-Roosevelt Island",2016-01-01,40.7687750004,-73.9583859997
"Upper East Side-Carnegie Hill",2016-06-01,40.7782719997,-73.9545409997
"Elmhurst",2017-08-01,40.7430237599,-73.8829232995
"Lenox Hill-Roosevelt Island",2016-01-01,40.7736058206,-73.9564040689
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7410467844,-74.001803398
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6951101004,-73.9884821003
"Turtle Bay-East Midtown",2018-02-01,40.7492918203,-73.9727505704
"Seagate-Coney Island",2016-01-01,40.5761109996,-73.9847339995
"Central Harlem North-Polo Grounds",2016-01-01,40.8124910004,-73.9422479998
"Astoria",2017-10-01,40.7654016498,-73.9183604098
"Hudson Yards-Chelsea-Flatiron-Union Square",2017-11-01,40.7361105198,-73.9934243801
"Prospect Lefferts Gardens-Wingate",2016-01-01,40.6580000003,-73.9472300004
"Bath Beach",2016-01-01,40.5976999998,-74.0002700005
"Murray Hill-Kips Bay",2016-01-01,40.7405729999,-73.9817289996
"park-cemetery-etc-Bronx",2016-01-01,40.8420460002,-73.8940939998
"Midtown-Midtown South",2016-12-01,40.7486153397,-73.9924887502
"Woodside",2017-06-01,40.7415059999,-73.906524
"Hamilton Heights",2018-04-01,40.8228538899,-73.9532905501
"Washington Heights South",2016-12-01,40.8357290003,-73.9400749998
"West Village",2016-11-01,40.7340359998,-73.9912080005
"Sunset Park West",2017-09-01,40.656384,-74.0020530005
"Midtown-Midtown South",2016-11-01,40.7648745404,-73.9807308903
"Prospect Lefferts Gardens-Wingate",2018-05-01,40.6589110001,-73.9604260003
"Upper West Side",2016-07-01,40.7940422696,-73.9725670799
"East Village",2016-12-01,40.7317766402,-73.9881351497
"Queensbridge-Ravenswood-Long Island City",2018-05-01,40.755727,-73.9445830001
"East Harlem North",2016-01-01,40.8041379997,-73.9375940006
"Elmhurst",2016-01-01,40.7331420001,-73.8709810001
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6927230002,-73.9830250002
"Central Harlem South",2017-07-01,40.8087332904,-73.9520930895
"East Williamsburg",2017-04-01,40.7139130004,-73.944206
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.692417,-73.987117
"Upper West Side",2017-11-01,40.7808189904,-73.98157091
"Bushwick North",2016-01-01,40.706152,-73.9331469999
"East Village",2016-10-01,40.7327473603,-73.9861074097
"Gramercy",2018-04-01,40.7367472,-73.9816082901
"Washington Heights South",2016-01-01,40.8447557297,-73.9368473698
"Brooklyn Heights-Cobble Hill",2016-01-01,40.6899969998,-73.9919999997
"Central Harlem North-Polo Grounds",2017-09-01,40.8231244696,-73.9382020003
"park-cemetery-etc-Brooklyn",2016-01-01,40.604383,-73.9310629997
"Upper West Side",2016-01-01,40.7895411998,-73.9696443102
"Crown Heights North",2016-01-01,40.6713549996,-73.9577929997
"West Concourse",2016-01-01,40.8258150004,-73.9277309995
"Turtle Bay-East Midtown",2016-01-01,40.7574180004,-73.965084
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2017-11-01,40.6845525198,-73.9947654703
"Clinton",2016-04-01,40.7605630403,-73.9875147795
"Central Harlem South",2016-01-01,40.8015270001,-73.9528220005
"Midtown-Midtown South",2017-10-01,40.7574067997,-73.9782582898
"Lenox Hill-Roosevelt Island",2018-04-01,40.7638909196,-73.9620866905
"Richmond Hill",2017-09-01,40.6980954203,-73.8348467495
"Murray Hill-Kips Bay",2016-12-01,40.7496049297,-73.9755337995
"Jackson Heights",2017-09-01,40.748869202,-73.8729332959
"Lincoln Square",2016-07-01,40.774757,-73.9825069995
"Mott Haven-Port Morris",2016-01-01,40.8053679999,-73.9140419999
"park-cemetery-etc-Manhattan",2016-01-01,40.796092,-73.9614539999
"Hamilton Heights",2016-08-01,40.8308759996,-73.9469860003
"Upper East Side-Carnegie Hill",2017-06-01,40.7686489997,-73.9675969997
"Queensbridge-Ravenswood-Long Island City",2016-01-01,40.757803428,-73.939309302
"Manhattanville",2017-06-01,40.81515,-73.9548369997
"Yorkville",2016-03-01,40.7748550003,-73.9566650005
"Bushwick South",2016-01-01,40.7077389996,-73.9398500001
"Turtle Bay-East Midtown",2018-02-01,40.7553349997,-73.9680410002
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7425912548,-74.005064964
"Fort Greene",2016-01-01,40.6934930003,-73.9766352003
"Upper East Side-Carnegie Hill",2016-04-01,40.7658798298,-73.9635832397
"Upper West Side",2017-10-01,40.7902349997,-73.9747929999
"West Concourse",2017-06-01,40.8150393101,-73.9298853698
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2017-01-01,40.6884494303,-73.98247226
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2016-01-01,40.5869999561,-73.9554283575
"Midtown-Midtown South",2017-06-01,40.7615107141,-73.9727446193
"Astoria",2016-01-01,40.7563120003,-73.9133330004
"Murray Hill-Kips Bay",2016-03-01,40.7482870437,-73.9765346796
"Central Harlem South",2016-10-01,40.8094371503,-73.9518403198
"Fort Greene",2016-01-01,40.6950089997,-73.9795471995
"St. Albans",2016-01-01,40.6871599997,-73.769815
"Central Harlem North-Polo Grounds",2016-01-01,40.8095590001,-73.9434169996
"Clinton",2016-04-01,40.7552808399,-73.9913708599
"Chinatown",2016-12-01,40.7195037597,-73.9894742696
"Prospect Heights",2018-02-01,40.6756590004,-73.9635529999
"Upper West Side",2017-11-01,40.7990423498,-73.9688090703
"Morningside Heights",2016-01-01,40.8039669996,-73.9668470005
"Brooklyn Heights-Cobble Hill",2016-01-01,40.6908829998,-73.9896349995
"Gramercy",2017-07-01,40.737627,-73.9809679999
"Bushwick South",2016-01-01,40.6947690002,-73.9185100003
"park-cemetery-etc-Manhattan",2016-01-01,40.7721000001,-73.9771000004
"Midtown-Midtown South",2016-01-01,40.749567,-73.9879499996
"North Side-South Side",2019-01-01,40.7075810003,-73.9553164898
"Hamilton Heights",2016-01-01,40.8241309998,-73.9424640006
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",2016-01-01,40.5829570001,-73.8171849997
"Murray Hill-Kips Bay",2017-05-01,40.7462169998,-73.9776139995
"Upper West Side",2016-01-01,40.7846120502,-73.9734072903
"Fort Greene",2016-01-01,40.6956699996,-73.9797522006
"Lincoln Square",2017-08-01,40.7781480403,-73.9822546394
"Jackson Heights",2017-09-01,40.7491116999,-73.8706241603
"Prospect Heights",2018-01-01,40.6764075102,-73.9636101801
"Central Harlem South",2016-01-01,40.799435,-73.950994
"Mott Haven-Port Morris",2016-01-01,40.8132239996,-73.9298490005
"Upper West Side",2016-01-01,40.7896217796,-73.9700237905
"East Tremont",2018-07-01,40.8418335401,-73.8859743595
"Lincoln Square",2016-09-01,40.7698386803,-73.9825019806
"Central Harlem North-Polo Grounds",2017-09-01,40.8199162104,-73.9405519497
"Schuylerville-Throgs Neck-Edgewater Park",2016-01-01,40.8442926727,-73.8278899073
"Elmhurst-Maspeth",2017-03-01,40.7382079996,-73.8862530003
"Washington Heights North",2016-01-01,40.8654909999,-73.9272709996
"East Harlem North",2018-10-01,40.8014045553,-73.9347043914
"Upper East Side-Carnegie Hill",2017-04-01,40.7680929997,-73.9683640005
"Midtown-Midtown South",2017-06-01,40.7515396216,-73.9903653318
"Gramercy",2016-01-01,40.73534819,-73.9858456699
"Mount Hope",2017-06-01,40.8530279998,-73.9050759997
"Hunters Point-Sunnyside-West Maspeth",2016-01-01,40.7478460004,-73.9459999997
"Clinton",2016-10-01,40.7630513597,-73.9858301705
"Greenpoint",2018-04-01,40.7232900898,-73.9526030897
"Upper West Side",2016-07-01,40.7919430003,-73.9734249998
"Dyker Heights",2016-01-01,40.616308137,-74.0119885202
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6938329996,-73.9821922004
"Bedford Park-Fordham North",2016-01-01,40.866978,-73.893509
"East Village",2016-01-01,40.7265000001,-73.9817
"Turtle Bay-East Midtown",2016-03-01,40.7604567596,-73.9675384995
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6936359997,-73.9883469996
"Far Rockaway-Bayswater",2016-01-01,40.5963210004,-73.7457909995
"Hudson Yards-Chelsea-Flatiron-Union Square",2019-02-01,40.7391558001,-73.9993813799
"Central Harlem North-Polo Grounds",2016-10-01,40.8148634898,-73.9478766996
"Lenox Hill-Roosevelt Island",2016-03-01,40.7721439999,-73.9586970002
"Kew Gardens",2016-01-01,40.7106879997,-73.8355149994
"Mott Haven-Port Morris",2018-07-01,40.8071077797,-73.9183430105
"Turtle Bay-East Midtown",2017-06-01,40.7617308598,-73.9688018206
"West Concourse",2016-06-01,40.8189419998,-73.92837
"Midtown-Midtown South",2016-01-01,40.7481246964,-73.9830630999
"Clinton Hill",2016-01-01,40.6818101974,-73.9561085144
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7482700004,-74.0020679997
"Clinton",2018-02-01,40.7695673397,-73.9880986695
"Queensbridge-Ravenswood-Long Island City",2018-04-01,40.7527239999,-73.9271830005
"Old Town-Dongan Hills-South Beach",2016-01-01,40.5777720004,-74.0779929997
"East Harlem South",2016-03-01,40.7930087999,-73.9437835294
"Midtown-Midtown South",2016-07-01,40.7602660404,-73.9848566997
"Upper West Side",2017-07-01,40.7977000702,-73.9678404595
"Clinton Hill",2017-05-01,40.6821995703,-73.9616482003
"West Concourse",2016-11-01,40.8188859899,-73.9292129397
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-04-01,40.7397185597,-74.0022165604
"East Harlem North",2016-01-01,40.801832,-73.9434619995
"Turtle Bay-East Midtown",2016-03-01,40.7588199798,-73.9684169796
"Central Harlem North-Polo Grounds",2016-01-01,40.8292000004,-73.9361000001
"Midtown-Midtown South",2017-10-01,40.7579579121,-73.9779256304
"Sunset Park West",2017-08-01,40.6541332296,-74.0044037595
"New Dorp-Midland Beach",2017-02-01,40.5796341198,-74.1006515799
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-04-01,40.7459240701,-73.9977566103
"Upper West Side",2016-04-01,40.7864029998,-73.9783000001
"Hamilton Heights",2016-08-01,40.828097,-73.9490170004
"Lincoln Square",2016-07-01,40.7760685196,-73.9836329604
"East Village",2018-03-01,40.7306715996,-73.9892467895
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7243379203,-74.00202234
"Borough Park",2016-01-01,40.6233149999,-73.9852649995
"Central Harlem North-Polo Grounds",2016-01-01,40.8265670801,-73.9359395884
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6896330001,-73.9831650003
"Kingsbridge Heights",2018-01-01,40.8681002896,-73.9007058795
"SoHo-TriBeCa-Civic Center-Little Italy",2016-08-01,40.7205963599,-73.9940750904
"Battery Park City-Lower Manhattan",2016-01-01,40.707557,-74.0118619998
"Upper East Side-Carnegie Hill",2017-05-01,40.7648210002,-73.9703030003
"Astoria",2018-04-01,40.7615072602,-73.9242178096
"Battery Park City-Lower Manhattan",2018-02-01,40.7033110802,-74.009984574
"Forest Hills",2017-08-01,40.7262412682,-73.8525186408
"Jamaica",2016-09-01,40.7043551002,-73.7978653104
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6950378997,-73.9873314006
"Great Kills",2016-01-01,40.5665301462,-74.1385338765
"Upper West Side",2016-11-01,40.78459233,-73.9797623098
"Fordham South",2016-07-01,40.8591537204,-73.8985525896
"East Tremont",2016-01-01,40.8411999997,-73.8919000002
"Park Slope-Gowanus",2016-01-01,40.6752350001,-73.9710459994
"Lenox Hill-Roosevelt Island",2016-01-01,40.7625953103,-73.95964853
"Midtown-Midtown South",2016-04-01,40.7596559697,-73.9877715503
"Morningside Heights",2016-01-01,40.8046971433,-73.9665555628
"Astoria",2017-07-01,40.7585912501,-73.9180156101
"Washington Heights South",2018-03-01,40.8371039999,-73.942288
"Elmhurst",2017-09-01,40.7475433697,-73.8840978596
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6940105,-73.9867065005
"Midtown-Midtown South",2018-02-01,40.74661929,-73.9902414096
"Fort Greene",2016-01-01,40.6944896983,-73.9777326329
"Lenox Hill-Roosevelt Island",2018-03-01,40.7638452403,-73.9587340399
"North Side-South Side",2018-02-01,40.7164305696,-73.9612865298
"Battery Park City-Lower Manhattan",2016-01-01,40.7038994,-74.0103988997
"Forest Hills",2017-04-01,40.7274890097,-73.8560711597
"New Dorp-Midland Beach",2017-02-01,40.5717815197,-74.10861367
"Gramercy",2017-05-01,40.7410117,-73.9837671095
"Richmond Hill",2017-07-01,40.6975628749,-73.836280401
"Prospect Heights",2018-01-01,40.6804256203,-73.9679993802
"Hamilton Heights",2016-01-01,40.8247779998,-73.942178
"Fordham South",2016-09-01,40.8623132896,-73.9003140397
"Far Rockaway-Bayswater",2016-01-01,40.5963739997,-73.7453890003
"Turtle Bay-East Midtown",2016-02-01,40.7545117501,-73.9718760897
"Hudson Yards-Chelsea-Flatiron-Union Square",2017-07-01,40.7405309999,-74.0018069998
"Stapleton-Rosebank",2016-01-01,40.62686,-74.0758479994
"Queensbridge-Ravenswood-Long Island City",2018-05-01,40.7557510001,-73.9451659997
"New Dorp-Midland Beach",2017-05-01,40.5816768496,-74.1113503895
"Central Harlem North-Polo Grounds",2017-09-01,40.8218279997,-73.9392859997
"Hunters Point-Sunnyside-West Maspeth",2018-05-01,40.7413034801,-73.9190055999
"Washington Heights South",2018-10-01,40.844689118,-73.9372591728
"Bedford",2016-01-01,40.6916230873,-73.951283498
"Murray Hill-Kips Bay",2016-02-01,40.7411689798,-73.9812969402
"Jackson Heights",2017-10-01,40.74816825,-73.8795105804
"Midtown-Midtown South",2018-02-01,40.7460048596,-73.9902895702
"Central Harlem South",2017-11-01,40.8033996004,-73.9560034903
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-04-01,40.7422970001,-74.0009399996
"Governors Island",2016-01-01,40.6863000004,-74.0240199998
"Rego Park",2016-01-01,40.7322529996,-73.8656229995
"Clinton",2016-01-01,40.7624560002,-73.9859840003
"Morningside Heights",2016-06-01,40.8054720404,-73.9655261001
"West Village",2016-01-01,40.7313510002,-73.9968399996
"Seagate-Coney Island",2016-01-01,40.5732660001,-73.980012
"Fort Greene",2016-01-01,40.6915000002,-73.9755000003
"Central Harlem South",2016-01-01,40.8106009999,-73.9505770004
"park-cemetery-etc-Bronx",2016-01-01,40.8412200002,-73.90678
"Governors Island",2016-01-01,40.6895899998,-74.0133999997
"Turtle Bay-East Midtown",2017-10-01,40.7569446899,-73.9716140006
"Crown Heights North",2017-04-01,40.6794854302,-73.9495224996
"Astoria",2018-02-01,40.7552199047,-73.9224478198
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2017-09-01,40.6874965997,-73.9900226196
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7436967487,-74.007017612
"park-cemetery-etc-Manhattan",2016-01-01,40.7729000002,-73.9740000005
"Parkchester",2016-01-01,40.8337362974,-73.8583552177
"Old Astoria",2018-06-01,40.7707470798,-73.9203542705
"Murray Hill-Kips Bay",2018-05-01,40.7466513201,-73.9746857401
"Chinatown",2016-01-01,40.7182669996,-73.9937530003
"Pelham Bay-Country Club-City Island",2016-01-01,40.8463139999,-73.8244720001
"Bedford Park-Fordham North",2017-06-01,40.8623473096,-73.8938943998
"Lenox Hill-Roosevelt Island",2018-02-01,40.7617482499,-73.9633111299
"West Concourse",2016-01-01,40.8284999996,-73.9226999995
"Ocean Hill",2017-04-01,40.6783118499,-73.9102526605
"Crown Heights South",2016-01-01,40.6678829999,-73.950683
"Upper West Side",2018-04-01,40.7857738758,-73.9724627925
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2016-01-01,40.5769599998,-73.9435899994
"Kensington-Ocean Parkway",2016-01-01,40.6440409997,-73.9796779997
"park-cemetery-etc-Queens",2016-01-01,40.7268110003,-73.7758610004
"Norwood",2016-01-01,40.874379814,-73.8783843503
"Central Harlem South",2016-10-01,40.8030242502,-73.9564881305
"West Concourse",2016-07-01,40.8198859996,-73.9268469996
"Bedford Park-Fordham North",2016-01-01,40.8651670001,-73.8942270005
"Turtle Bay-East Midtown",2017-07-01,40.7567902499,-73.9712627303
"Murray Hill",2016-01-01,40.7696520002,-73.8075079998
"Mott Haven-Port Morris",2016-01-01,40.811544,-73.9141379999
"Hamilton Heights",2016-08-01,40.8296750001,-73.947866
"park-cemetery-etc-Brooklyn",2016-01-01,40.6039930002,-73.9306709997
"Flatbush",2017-09-01,40.6461791804,-73.9582034701
"Prospect Lefferts Gardens-Wingate",2017-06-01,40.6527710002,-73.9498700006
"Manhattanville",2016-09-01,40.8195999997,-73.951942
"Hunters Point-Sunnyside-West Maspeth",2017-02-01,40.7438230004,-73.9264550003
"Central Harlem North-Polo Grounds",2017-10-01,40.8204061702,-73.9403039701
"Morningside Heights",2016-07-01,40.8029440002,-73.967379
"Jamaica Estates-Holliswood",2016-01-01,40.7201684296,-73.7623041123
"Stuyvesant Heights",2016-01-01,40.6850429999,-73.9189329997
"Mott Haven-Port Morris",2018-02-01,40.8101585602,-73.9278859696
"Flatlands",2016-01-01,40.632636993,-73.9199848808
"Washington Heights South",2016-12-01,40.8355860004,-73.9395889996
"Gramercy",2016-01-01,40.7380871204,-73.9820488896
"East New York",2016-01-01,40.6521000004,-73.9028599995
"Woodside",2016-01-01,40.7456910004,-73.9074080005
"Governors Island",2016-01-01,40.6925299998,-74.0145400001
"Park Slope-Gowanus",2017-09-01,40.6803229996,-73.9780340004
"Hunters Point-Sunnyside-West Maspeth",2017-03-01,40.7418824396,-73.9544797405
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-05-01,40.7434138298,-74.0037246599
"Hamilton Heights",2016-07-01,40.8255079999,-73.9509069996
"East Harlem North",2016-01-01,40.8050129997,-73.9449089999
"East Harlem North",2016-01-01,40.7936690002,-73.9368160005
"Washington Heights South",2016-01-01,40.8473909998,-73.939704
"Crown Heights North",2017-06-01,40.6800149999,-73.943843
"Jackson Heights",2017-10-01,40.7476029702,-73.8857513003
"Flatbush",2016-01-01,40.6328359998,-73.9476420002
"Ocean Hill",2018-01-01,40.6775400004,-73.9019513697
"North Side-South Side",2016-01-01,40.7127920003,-73.9514180005
"Central Harlem North-Polo Grounds",2016-01-01,40.8100140004,-73.9375529998
"park-cemetery-etc-Queens",2016-01-01,40.7454899998,-73.8135699997
"Washington Heights South",2016-12-01,40.8349739998,-73.9454359997
"Forest Hills",2018-01-01,40.7211768396,-73.8456065703
"Gramercy",2016-04-01,40.7363316903,-73.9851234804
"Upper West Side",2018-05-01,40.7818611901,-73.9791374698
"Central Harlem North-Polo Grounds",2016-01-01,40.8238799999,-73.9364700001
"Far Rockaway-Bayswater",2016-01-01,40.6023489997,-73.7514020003
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-04-01,40.7536420896,-73.9925628098
"Jamaica",2016-11-01,40.7051430003,-73.7958969999
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6933500001,-73.9857879998
"Lenox Hill-Roosevelt Island",2016-03-01,40.76210714,-73.9658092805
"Mount Hope",2018-07-01,40.8501730004,-73.9102817297
"Elmhurst",2016-01-01,40.7304889997,-73.8842000005
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2016-01-01,40.5782900004,-73.9409099997
"Carroll Gardens-Columbia Street-Red Hook",2016-01-01,40.6722139998,-74.0041450001
"East Village",2019-02-01,40.7305779998,-73.989008
"Norwood",2016-01-01,40.8767879999,-73.8762729999
"Battery Park City-Lower Manhattan",2016-01-01,40.7048987998,-74.0093001995
"Upper West Side",2016-11-01,40.7851345299,-73.9792456206
"Stapleton-Rosebank",2016-01-01,40.6373170004,-74.0767629998
"Upper West Side",2016-01-01,40.7973940001,-73.9700109995
"Crown Heights North",2016-01-01,40.6737549999,-73.9350139998
"Washington Heights South",2016-01-01,40.8466859996,-73.9408830005
"Midtown-Midtown South",2017-06-01,40.7603263604,-73.9836932896
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",2016-01-01,40.590391336,-74.1011372894
"SoHo-TriBeCa-Civic Center-Little Italy",2018-06-01,40.7271152698,-74.0035021796
"Chinatown",2016-12-01,40.71665239,-73.9976459205
"Flatbush",2016-01-01,40.6357412846,-73.9476200285
"Washington Heights South",2018-03-01,40.8484438502,-73.9342409998
"Park Slope-Gowanus",2017-04-01,40.6673049996,-73.9879789994
"Upper East Side-Carnegie Hill",2016-03-01,40.7827656197,-73.9512572898
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",2016-01-01,40.5829140004,-73.8178770003
"Claremont-Bathgate",2018-01-01,40.8469261747,-73.8982205565
"Hamilton Heights",2018-03-01,40.8269279998,-73.9498679995
"Gramercy",2016-02-01,40.73369379,-73.9870435095
"East Village",2016-12-01,40.7315385703,-73.9832456504
"park-cemetery-etc-Bronx",2016-01-01,40.8397099997,-73.8877570001
"Upper West Side",2018-04-01,40.7870788398,-73.9718814398
"Turtle Bay-East Midtown",2016-01-01,40.7526648201,-73.9728428702
"Chinatown",2016-01-01,40.7102499999,-73.9979799999
"Central Harlem North-Polo Grounds",2016-01-01,40.8118409998,-73.9427249998
"Morningside Heights",2016-01-01,40.8051138099,-73.9667880603
"St. Albans",2016-01-01,40.687191,-73.7695589996
"New Dorp-Midland Beach",2017-02-01,40.5777710002,-74.1023100002
"East Village",2017-10-01,40.7252909902,-73.9868423694
"Turtle Bay-East Midtown",2017-10-01,40.7578514501,-73.9694363096
"Bensonhurst East",2016-01-01,40.605690343,-73.9862316255
"Lenox Hill-Roosevelt Island",2018-01-01,40.7659954899,-73.9575779896
"Springfield Gardens North",2016-01-01,40.6728752044,-73.7705902161
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7418463958,-74.0040446358
"Murray Hill-Kips Bay",2019-01-01,40.7398515404,-73.9793265504
